year,gender,city,cancer,年齡標準化發生率WHO2000世界標準人口(每10萬人口),cancercount,ageavg,agemedium,grossrate(10million),cid,gid
1988,男,桃園市,其他男性生殖器官,0.18,1,70,70,0.15,J,M
1988,男,新竹縣,其他男性生殖器官,0.51,1,59,59,0.51,K,M
1988,男,宜蘭縣,其他男性生殖器官,1.54,3,59,70,1.29,L,M
1988,男,苗栗縣,其他男性生殖器官,0.36,1,59,59,0.35,M,M
1988,男,彰化縣,其他男性生殖器官,0.17,1,60,60,0.16,N,M
1988,男,雲林縣,其他男性生殖器官,0.83,3,62,61,0.75,P,M
1988,男,嘉義縣,其他男性生殖器官,0.31,1,58,58,0.34,Q,M
1988,男,屏東縣,其他男性生殖器官,0.29,1,77,77,0.21,R,M
1988,男,花蓮縣,其他男性生殖器官,0.78,2,67,67,1.05,T,M
1988,男,台東縣,其他男性生殖器官,0.96,2,60.5,60.5,1.4,U,M
1989,男,台閩地區,其他男性生殖器官,0.61,51,64.32,67,0.49,V,M
1989,男,台北市,其他男性生殖器官,0.93,10,64.9,66.5,0.73,B,M
1989,男,台中市,其他男性生殖器官,0.92,6,62.5,69.5,0.59,C,M
1989,男,台南市,其他男性生殖器官,0.25,2,66,66,0.23,D,M
1989,男,高雄市,其他男性生殖器官,0.25,3,65,67,0.23,E,M
1989,男,基隆市,其他男性生殖器官,0.72,1,75,75,0.55,F,M
1989,男,新竹市,其他男性生殖器官,2.01,3,74,72,1.81,G,M
1989,男,新北市,其他男性生殖器官,0.83,7,69.71,70,0.46,I,M
1989,男,桃園市,其他男性生殖器官,1.28,8,56,62,1.16,J,M
1989,男,宜蘭縣,其他男性生殖器官,0.48,1,53,53,0.43,L,M
1989,男,苗栗縣,其他男性生殖器官,0.4,1,52,52,0.35,M,M
1989,男,彰化縣,其他男性生殖器官,0.17,1,55,55,0.16,N,M
1989,男,南投縣,其他男性生殖器官,0.9,2,74.5,74.5,0.72,O,M
1989,男,雲林縣,其他男性生殖器官,0.25,1,56,56,0.25,P,M
1989,男,嘉義縣,其他男性生殖器官,0.68,2,70,70,0.69,Q,M
1989,男,屏東縣,其他男性生殖器官,0.22,2,59,59,0.43,R,M
1989,男,澎湖縣,其他男性生殖器官,1.67,1,68,68,1.96,S,M
1990,男,台閩地區,其他男性生殖器官,0.66,60,56.95,60,0.57,V,M
1990,男,台北市,其他男性生殖器官,0.62,7,62.29,64,0.51,B,M
1990,男,台中市,其他男性生殖器官,1.01,8,63.13,66.5,0.77,C,M
1990,男,台南市,其他男性生殖器官,0.94,8,54.29,52,0.9,D,M
1990,男,高雄市,其他男性生殖器官,0.36,4,58.25,59,0.31,E,M
1990,男,嘉義市,其他男性生殖器官,4.56,5,42.8,51,3.81,H,M
1990,男,新北市,其他男性生殖器官,0.75,8,56.88,57,0.51,I,M
1990,男,桃園市,其他男性生殖器官,0.61,5,58,61,0.71,J,M
1990,男,新竹縣,其他男性生殖器官,0.48,1,69,69,0.51,K,M
1990,男,宜蘭縣,其他男性生殖器官,1.71,4,57,57.5,1.71,L,M
1990,男,彰化縣,其他男性生殖器官,0.16,1,62,62,0.16,N,M
1990,男,南投縣,其他男性生殖器官,0.67,2,12,12,0.71,O,M
1990,男,雲林縣,其他男性生殖器官,0.6,2,75.5,75.5,0.51,P,M
1990,男,嘉義縣,其他男性生殖器官,0.6,2,64.5,64.5,0.69,Q,M
1990,男,屏東縣,其他男性生殖器官,0.25,1,50,50,0.21,R,M
1990,男,花蓮縣,其他男性生殖器官,0.36,1,61,61,0.53,T,M
1991,男,台閩地區,其他男性生殖器官,0.55,53,63.53,66,0.5,V,M
1991,男,台北市,其他男性生殖器官,0.59,8,66.63,69,0.58,B,M
1991,男,台中市,其他男性生殖器官,0.59,4,71.5,75.5,0.38,C,M
1991,男,台南市,其他男性生殖器官,0.83,7,62.57,62,0.78,D,M
1991,男,高雄市,其他男性生殖器官,0.1,1,56,56,0.08,E,M
1991,男,基隆市,其他男性生殖器官,0.54,1,70,70,0.54,F,M
1991,男,新竹市,其他男性生殖器官,1.35,2,64.5,64.5,1.17,G,M
1991,男,新北市,其他男性生殖器官,0.85,11,62.18,66,0.69,I,M
1991,男,桃園市,其他男性生殖器官,0.51,4,67.25,64.5,0.55,J,M
1991,男,新竹縣,其他男性生殖器官,0.69,1,83,83,0.5,K,M
1991,男,苗栗縣,其他男性生殖器官,0.52,1,45,45,0.35,M,M
1991,男,彰化縣,其他男性生殖器官,0.47,3,41.33,27,0.46,N,M
1991,男,雲林縣,其他男性生殖器官,1.38,5,70.8,70,1.27,P,M
1991,男,嘉義縣,其他男性生殖器官,0.99,3,56.33,62,1.03,Q,M
1991,男,屏東縣,其他男性生殖器官,0.22,1,71,71,0.21,R,M
1991,男,金門縣,其他男性生殖器官,3.33,1,56,56,4.44,,M
1992,男,台閩地區,其他男性生殖器官,0.65,59,64.86,66,0.55,V,M
1992,男,台北市,其他男性生殖器官,0.4,5,60,60,0.37,B,M
1992,男,台中市,其他男性生殖器官,0.88,7,63.43,62,0.65,C,M
1992,男,台南市,其他男性生殖器官,0.51,4,68.75,70.5,0.44,D,M
1992,男,高雄市,其他男性生殖器官,0.46,5,64.6,68,0.38,E,M
1992,男,基隆市,其他男性生殖器官,1.14,2,59.5,59.5,1.07,F,M
1992,男,新竹市,其他男性生殖器官,0.48,1,70,70,0.58,G,M
1992,男,新北市,其他男性生殖器官,1.08,13,62.23,64,0.8,I,M
1992,男,桃園市,其他男性生殖器官,0.78,5,66,64,0.68,J,M
1992,男,新竹縣,其他男性生殖器官,0.43,1,68,68,0.49,K,M
1992,男,苗栗縣,其他男性生殖器官,0.32,1,66,66,0.34,M,M
1992,男,彰化縣,其他男性生殖器官,0.36,2,71,71,0.31,N,M
1992,男,南投縣,其他男性生殖器官,0.37,1,42,42,0.35,O,M
1992,男,雲林縣,其他男性生殖器官,0.24,1,66,66,0.25,P,M
1992,男,嘉義縣,其他男性生殖器官,1.08,3,73,78,1.03,Q,M
1992,男,屏東縣,其他男性生殖器官,1.19,3,73,75,0.64,R,M
1992,男,花蓮縣,其他男性生殖器官,1.2,3,71.33,74,1.57,T,M
1992,男,台東縣,其他男性生殖器官,1.42,2,60.5,60.5,1.43,U,M
1993,男,台閩地區,其他男性生殖器官,0.67,64,61.45,66,0.59,V,M
1993,男,台北市,其他男性生殖器官,1.05,14,65.64,72,1.05,B,M
1993,男,台中市,其他男性生殖器官,0.69,6,62.5,65.5,0.54,C,M
1993,男,台南市,其他男性生殖器官,0.42,3,78.67,79,0.33,D,M
1993,男,高雄市,其他男性生殖器官,0.21,3,53,66,0.23,E,M
1993,男,基隆市,其他男性生殖器官,0.94,2,38.5,38.5,1.06,F,M
1993,男,新北市,其他男性生殖器官,0.59,7,61.29,65,0.43,I,M
1993,男,桃園市,其他男性生殖器官,1.43,8,60.25,63.5,1.06,J,M
1993,男,宜蘭縣,其他男性生殖器官,0.35,1,66,66,0.42,L,M
1993,男,苗栗縣,其他男性生殖器官,0.66,2,72,72,0.69,M,M
1993,男,彰化縣,其他男性生殖器官,0.93,5,71,73,0.76,N,M
1993,男,雲林縣,其他男性生殖器官,0.72,3,46,52,0.76,P,M
1993,男,嘉義縣,其他男性生殖器官,0.64,2,58,58,0.68,Q,M
1993,男,屏東縣,其他男性生殖器官,0.62,3,46,55,0.63,R,M
1993,男,花蓮縣,其他男性生殖器官,0.68,2,68.5,68.5,1.04,T,M
1993,男,台東縣,其他男性生殖器官,2,3,54,58,2.15,U,M
1994,男,台閩地區,其他男性生殖器官,0.58,55,60.47,64,0.5,V,M
1994,男,台北市,其他男性生殖器官,0.52,7,58.29,64,0.53,B,M
1994,男,台中市,其他男性生殖器官,0.58,5,51.6,57,0.44,C,M
1994,男,台南市,其他男性生殖器官,0.97,8,61.38,61.5,0.88,D,M
1994,男,高雄市,其他男性生殖器官,0.48,5,73.8,71,0.37,E,M
1994,男,基隆市,其他男性生殖器官,0.49,1,21,21,0.53,F,M
1994,男,新北市,其他男性生殖器官,0.83,9,59.78,54,0.54,I,M
1994,男,桃園市,其他男性生殖器官,0.57,4,58.75,60,0.52,J,M
1994,男,宜蘭縣,其他男性生殖器官,0.9,2,60,60,0.83,L,M
1994,男,苗栗縣,其他男性生殖器官,1.08,3,78.67,80,1.02,M,M
1994,男,彰化縣,其他男性生殖器官,0.76,5,54.8,56,0.75,N,M
1994,男,南投縣,其他男性生殖器官,0.83,2,52,52,0.7,O,M
1994,男,嘉義縣,其他男性生殖器官,0.36,1,81,81,0.34,Q,M
1994,男,屏東縣,其他男性生殖器官,0.19,1,72,72,0.21,R,M
1994,男,台東縣,其他男性生殖器官,1.32,2,59.5,59.5,1.44,U,M
1995,男,台閩地區,其他男性生殖器官,0.53,54,63.89,68,0.49,V,M
1995,男,台北市,其他男性生殖器官,0.5,7,58.14,68,0.53,B,M
1995,男,台中市,其他男性生殖器官,0.7,6,60.83,56.5,0.52,C,M
1995,男,台南市,其他男性生殖器官,0.43,4,55.5,57.5,0.43,D,M
1995,男,高雄市,其他男性生殖器官,0.66,8,72.13,73,0.59,E,M
1995,男,新竹市,其他男性生殖器官,0.47,1,68,68,0.57,G,M
1995,男,新北市,其他男性生殖器官,0.76,10,61.3,63,0.59,I,M
1995,男,桃園市,其他男性生殖器官,0.24,2,74,74,0.25,J,M
1995,男,新竹縣,其他男性生殖器官,0.41,1,70,70,0.46,K,M
1995,男,宜蘭縣,其他男性生殖器官,0.54,1,54,54,0.41,L,M
1995,男,苗栗縣,其他男性生殖器官,0.63,2,55,55,0.68,M,M
1995,男,彰化縣,其他男性生殖器官,0.62,4,66.25,67,0.6,N,M
1995,男,南投縣,其他男性生殖器官,0.42,1,80,80,0.35,O,M
1995,男,嘉義縣,其他男性生殖器官,0.54,1,85,85,0.33,Q,M
1995,男,屏東縣,其他男性生殖器官,0.64,3,63.67,75,0.63,R,M
1995,男,花蓮縣,其他男性生殖器官,1.47,3,65,64,1.56,T,M
1996,男,台閩地區,其他男性生殖器官,0.6,64,65.09,67,0.58,V,M
1996,男,台北市,其他男性生殖器官,0.63,8,67.13,66,0.61,B,M
1996,男,台中市,其他男性生殖器官,0.53,5,56.8,59,0.43,C,M
1996,男,台南市,其他男性生殖器官,0.11,1,76,76,0.11,D,M
1996,男,高雄市,其他男性生殖器官,0.9,11,63.36,67,0.81,E,M
1996,男,基隆市,其他男性生殖器官,1.05,2,64.5,64.5,1.04,F,M
1996,男,新竹市,其他男性生殖器官,1.61,2,55,55,1.13,G,M
1996,男,新北市,其他男性生殖器官,0.94,13,63.77,65,0.76,I,M
1996,男,桃園市,其他男性生殖器官,0.72,6,64.83,67.5,0.74,J,M
1996,男,宜蘭縣,其他男性生殖器官,0.84,2,58.5,58.5,0.83,L,M
1996,男,苗栗縣,其他男性生殖器官,0.64,2,69,69,0.68,M,M
1996,男,彰化縣,其他男性生殖器官,0.45,3,71,70,0.45,N,M
1996,男,南投縣,其他男性生殖器官,0.37,1,75,75,0.35,O,M
1996,男,嘉義縣,其他男性生殖器官,0.52,2,69.5,69.5,0.67,Q,M
1996,男,台東縣,其他男性生殖器官,1.98,4,72.5,70.5,2.91,U,M
1996,男,金門縣,其他男性生殖器官,6.53,2,71.5,71.5,7.98,,M
1997,男,台閩地區,其他男性生殖器官,0.54,61,67.93,70,0.55,V,M
1997,男,台北市,其他男性生殖器官,0.49,8,76.13,75.5,0.62,B,M
1997,男,台中市,其他男性生殖器官,0.36,4,72.5,71.5,0.34,C,M
1997,男,台南市,其他男性生殖器官,0.27,3,67,66,0.32,D,M
1997,男,高雄市,其他男性生殖器官,0.73,10,68.8,69.5,0.73,E,M
1997,男,基隆市,其他男性生殖器官,1.52,3,75.67,79,1.53,F,M
1997,男,嘉義市,其他男性生殖器官,2.05,3,71.67,70,2.26,H,M
1997,男,新北市,其他男性生殖器官,0.63,9,66.11,71,0.52,I,M
1997,男,桃園市,其他男性生殖器官,0.55,4,63.5,63,0.48,J,M
1997,男,新竹縣,其他男性生殖器官,0.37,1,69,69,0.45,K,M
1997,男,宜蘭縣,其他男性生殖器官,1.08,2,73,73,0.83,L,M
1997,男,苗栗縣,其他男性生殖器官,0.58,2,36.5,36.5,0.68,M,M
1997,男,彰化縣,其他男性生殖器官,0.83,5,61.2,60,0.74,N,M
1997,男,雲林縣,其他男性生殖器官,0.2,1,67,67,0.25,P,M
1997,男,嘉義縣,其他男性生殖器官,0.24,1,67,67,0.33,Q,M
1997,男,屏東縣,其他男性生殖器官,0.34,2,70.5,70.5,0.42,R,M
1997,男,花蓮縣,其他男性生殖器官,0.81,2,58.5,58.5,1.05,T,M
1997,男,台東縣,其他男性生殖器官,0.5,1,79,79,0.73,U,M
1998,男,台閩地區,其他男性生殖器官,0.65,71,65.55,69,0.63,V,M
1998,男,台北市,其他男性生殖器官,0.64,10,72,72,0.76,B,M
1998,男,台中市,其他男性生殖器官,0.5,5,53.6,63,0.41,C,M
1998,男,台南市,其他男性生殖器官,0.3,3,76,74,0.32,D,M
1998,男,高雄市,其他男性生殖器官,0.73,10,62.8,71.5,0.72,E,M
1998,男,基隆市,其他男性生殖器官,0.61,1,61,61,0.51,F,M
1998,男,新竹市,其他男性生殖器官,0.4,1,76,76,0.55,G,M
1998,男,嘉義市,其他男性生殖器官,1.41,2,71.5,71.5,1.51,H,M
1998,男,新北市,其他男性生殖器官,0.4,6,65.5,67,0.34,I,M
1998,男,桃園市,其他男性生殖器官,0.57,4,77.75,78.5,0.47,J,M
1998,男,宜蘭縣,其他男性生殖器官,0.8,2,66,66,0.83,L,M
1998,男,苗栗縣,其他男性生殖器官,0.97,3,51.33,57,1.02,M,M
1998,男,彰化縣,其他男性生殖器官,0.6,4,66.5,62.5,0.59,N,M
1998,男,南投縣,其他男性生殖器官,0.96,3,51.67,57,1.05,O,M
1998,男,雲林縣,其他男性生殖器官,1.03,4,73.25,72.5,1.01,P,M
1998,男,嘉義縣,其他男性生殖器官,0.88,3,69.33,64,1,Q,M
1998,男,屏東縣,其他男性生殖器官,0.98,5,64.2,71,1.05,R,M
1998,男,花蓮縣,其他男性生殖器官,2.41,5,59.4,68,2.64,T,M
1999,男,台閩地區,其他男性生殖器官,0.65,73,67.64,69,0.65,V,M
1999,男,台北市,其他男性生殖器官,0.75,12,64.08,71.5,0.92,B,M
1999,男,台中市,其他男性生殖器官,0.63,7,62.14,67,0.57,C,M
1999,男,台南市,其他男性生殖器官,0.89,8,70.13,69,0.85,D,M
1999,男,高雄市,其他男性生殖器官,0.2,3,61,63,0.22,E,M
1999,男,基隆市,其他男性生殖器官,0.39,1,75,75,0.51,F,M
1999,男,新竹市,其他男性生殖器官,2.91,5,68,69,2.7,G,M
1999,男,新北市,其他男性生殖器官,0.73,10,68.7,68,0.56,I,M
1999,男,桃園市,其他男性生殖器官,0.68,5,71.4,72,0.57,J,M
1999,男,宜蘭縣,其他男性生殖器官,0.45,1,84,84,0.42,L,M
1999,男,苗栗縣,其他男性生殖器官,0.62,2,72,72,0.68,M,M
1999,男,彰化縣,其他男性生殖器官,0.52,3,73,77,0.44,N,M
1999,男,南投縣,其他男性生殖器官,0.83,3,62,68,1.06,O,M
1999,男,雲林縣,其他男性生殖器官,1.45,6,66.67,64.5,1.52,P,M
1999,男,嘉義縣,其他男性生殖器官,0.27,1,75,75,0.34,Q,M
1999,男,屏東縣,其他男性生殖器官,0.53,3,67.67,66,0.63,R,M
1999,男,花蓮縣,其他男性生殖器官,0.39,1,81,81,0.53,T,M
1999,男,台東縣,其他男性生殖器官,1.07,2,69.5,69.5,1.5,U,M
2000,男,台閩地區,其他男性生殖器官,0.66,77,64.65,70,0.68,V,M
2000,男,台北市,其他男性生殖器官,0.69,11,68.09,72,0.84,B,M
2000,男,台中市,其他男性生殖器官,0.85,9,55.56,56,0.72,C,M
2000,男,台南市,其他男性生殖器官,0.28,3,71,70,0.32,D,M
2000,男,高雄市,其他男性生殖器官,0.62,8,65.63,69,0.57,E,M
2000,男,基隆市,其他男性生殖器官,1.09,2,64.5,64.5,1,F,M
2000,男,新竹市,其他男性生殖器官,0.71,1,64,64,0.53,G,M
2000,男,新北市,其他男性生殖器官,0.41,6,49.67,59,0.33,I,M
2000,男,桃園市,其他男性生殖器官,0.62,5,65,81,0.56,J,M
2000,男,新竹縣,其他男性生殖器官,0.37,1,40,40,0.43,K,M
2000,男,宜蘭縣,其他男性生殖器官,1.75,4,58,61.5,1.66,L,M
2000,男,苗栗縣,其他男性生殖器官,0.74,3,70.67,71,1.02,M,M
2000,男,彰化縣,其他男性生殖器官,0.7,5,72.8,76,0.74,N,M
2000,男,南投縣,其他男性生殖器官,0.66,2,78,78,0.71,O,M
2000,男,雲林縣,其他男性生殖器官,0.98,4,70.5,74,1.02,P,M
2000,男,嘉義縣,其他男性生殖器官,1.12,4,65,65.5,1.35,Q,M
2000,男,屏東縣,其他男性生殖器官,0.82,5,72.6,73,1.06,R,M
2000,男,花蓮縣,其他男性生殖器官,0.3,1,73,73,0.53,T,M
2000,男,台東縣,其他男性生殖器官,1.51,3,64.33,74,2.28,U,M
2001,男,台閩地區,其他男性生殖器官,0.68,83,63.95,68,0.73,V,M
2001,男,台北市,其他男性生殖器官,0.56,8,64.63,67,0.62,B,M
2001,男,台中市,其他男性生殖器官,0.69,8,69.5,73,0.64,C,M
2001,男,台南市,其他男性生殖器官,0.83,9,66.78,70,0.95,D,M
2001,男,高雄市,其他男性生殖器官,0.83,11,68.55,75,0.79,E,M
2001,男,基隆市,其他男性生殖器官,1.66,3,65,67,1.5,F,M
2001,男,新竹市,其他男性生殖器官,1.34,2,54,54,1.05,G,M
2001,男,新北市,其他男性生殖器官,0.53,8,64,64.5,0.44,I,M
2001,男,桃園市,其他男性生殖器官,0.52,5,66.4,70,0.55,J,M
2001,男,新竹縣,其他男性生殖器官,1.05,3,51,45,1.29,K,M
2001,男,宜蘭縣,其他男性生殖器官,1.08,3,46.33,43,1.25,L,M
2001,男,彰化縣,其他男性生殖器官,0.96,7,68.57,70,1.03,N,M
2001,男,南投縣,其他男性生殖器官,0.59,2,57,57,0.71,O,M
2001,男,雲林縣,其他男性生殖器官,0.68,3,52,59,0.76,P,M
2001,男,嘉義縣,其他男性生殖器官,0.27,1,44,44,0.34,Q,M
2001,男,屏東縣,其他男性生殖器官,0.75,4,53.25,46.5,0.84,R,M
2001,男,花蓮縣,其他男性生殖器官,1.5,5,75.8,77,2.68,T,M
2001,男,台東縣,其他男性生殖器官,0.96,1,55,55,0.76,U,M
2002,男,台閩地區,其他男性生殖器官,0.8,99,64.89,70,0.86,V,M
2002,男,台北市,其他男性生殖器官,0.81,14,65.79,71,1.08,B,M
2002,男,台中市,其他男性生殖器官,0.84,10,71.2,71,0.79,C,M
2002,男,台南市,其他男性生殖器官,0.94,10,67.6,74.5,1.06,D,M
2002,男,高雄市,其他男性生殖器官,0.26,4,39,45.5,0.29,E,M
2002,男,基隆市,其他男性生殖器官,0.4,1,39,39,0.5,F,M
2002,男,新竹市,其他男性生殖器官,0.34,1,75,75,0.52,G,M
2002,男,嘉義市,其他男性生殖器官,0.95,1,59,59,0.74,H,M
2002,男,新北市,其他男性生殖器官,0.82,14,62.57,69.5,0.76,I,M
2002,男,桃園市,其他男性生殖器官,0.72,8,72.38,74,0.87,J,M
2002,男,新竹縣,其他男性生殖器官,0.86,2,40,40,0.85,K,M
2002,男,宜蘭縣,其他男性生殖器官,1.55,4,67.75,66,1.67,L,M
2002,男,苗栗縣,其他男性生殖器官,0.78,3,71,68,1.02,M,M
2002,男,彰化縣,其他男性生殖器官,0.94,6,65.83,64.5,0.88,N,M
2002,男,南投縣,其他男性生殖器官,0.24,1,73,73,0.35,O,M
2002,男,雲林縣,其他男性生殖器官,1.14,5,72.2,81,1.28,P,M
2002,男,嘉義縣,其他男性生殖器官,1.02,4,55.75,57,1.35,Q,M
2002,男,屏東縣,其他男性生殖器官,0.82,5,70.6,72,1.06,R,M
2002,男,花蓮縣,其他男性生殖器官,2.67,5,64.2,62,2.69,T,M
2002,男,台東縣,其他男性生殖器官,0.63,1,41,41,0.77,U,M
2003,男,台閩地區,其他男性生殖器官,0.82,105,64.95,70,0.91,V,M
2003,男,台北市,其他男性生殖器官,0.61,11,68.36,70,0.85,B,M
2003,男,台中市,其他男性生殖器官,0.67,8,67.25,70.5,0.63,C,M
2003,男,台南市,其他男性生殖器官,0.88,10,65,69.5,1.06,D,M
2003,男,高雄市,其他男性生殖器官,0.63,10,61.2,72,0.71,E,M
2003,男,基隆市,其他男性生殖器官,1.02,2,46,46,1,F,M
2003,男,新竹市,其他男性生殖器官,1.33,2,64.5,64.5,1.03,G,M
2003,男,嘉義市,其他男性生殖器官,0.7,1,24,24,0.74,H,M
2003,男,新北市,其他男性生殖器官,0.88,15,64.47,64,0.81,I,M
2003,男,桃園市,其他男性生殖器官,0.56,5,62.8,72,0.54,J,M
2003,男,新竹縣,其他男性生殖器官,0.38,1,68,68,0.42,K,M
2003,男,宜蘭縣,其他男性生殖器官,0.66,2,82,82,0.84,L,M
2003,男,苗栗縣,其他男性生殖器官,1.8,6,53,50.5,2.04,M,M
2003,男,彰化縣,其他男性生殖器官,0.51,4,61,64,0.59,N,M
2003,男,南投縣,其他男性生殖器官,0.53,2,81.5,81.5,0.71,O,M
2003,男,雲林縣,其他男性生殖器官,1.31,7,71.14,75,1.79,P,M
2003,男,嘉義縣,其他男性生殖器官,1.27,5,80.4,81,1.69,Q,M
2003,男,屏東縣,其他男性生殖器官,1.51,8,62.13,69,1.7,R,M
2003,男,澎湖縣,其他男性生殖器官,2.78,2,80.5,80.5,4.17,S,M
2003,男,花蓮縣,其他男性生殖器官,0.31,1,81,81,0.54,T,M
2003,男,台東縣,其他男性生殖器官,1.95,3,48.67,43,2.32,U,M
2004,男,台閩地區,其他男性生殖器官,0.64,87,66.37,71,0.75,V,M
2004,男,台北市,其他男性生殖器官,0.59,10,65.9,70.5,0.78,B,M
2004,男,台中市,其他男性生殖器官,0.9,12,68.5,70.5,0.94,C,M
2004,男,台南市,其他男性生殖器官,0.42,5,65.2,76,0.53,D,M
2004,男,高雄市,其他男性生殖器官,0.44,7,56.14,55,0.5,E,M
2004,男,基隆市,其他男性生殖器官,0.34,1,82,82,0.5,F,M
2004,男,新北市,其他男性生殖器官,0.98,19,65.05,74,1.02,I,M
2004,男,桃園市,其他男性生殖器官,0.59,5,68,68,0.53,J,M
2004,男,新竹縣,其他男性生殖器官,0.37,1,66,66,0.41,K,M
2004,男,宜蘭縣,其他男性生殖器官,0.33,1,67,67,0.42,L,M
2004,男,彰化縣,其他男性生殖器官,1.09,9,68.11,71,1.32,N,M
2004,男,南投縣,其他男性生殖器官,0.24,1,74,74,0.36,O,M
2004,男,雲林縣,其他男性生殖器官,0.76,4,65.75,70.5,1.03,P,M
2004,男,嘉義縣,其他男性生殖器官,0.89,4,73.25,74,1.36,Q,M
2004,男,屏東縣,其他男性生殖器官,0.99,6,63.5,68.5,1.28,R,M
2004,男,花蓮縣,其他男性生殖器官,0.27,1,76,76,0.55,T,M
2004,男,台東縣,其他男性生殖器官,0.42,1,83,83,0.78,U,M
2005,男,台閩地區,其他男性生殖器官,0.72,93,66.49,70,0.8,V,M
2005,男,台北市,其他男性生殖器官,0.77,13,61.08,58,1.02,B,M
2005,男,台中市,其他男性生殖器官,0.71,8,63.5,66.5,0.62,C,M
2005,男,台南市,其他男性生殖器官,0.7,9,72.44,75,0.95,D,M
2005,男,高雄市,其他男性生殖器官,0.47,7,61.43,72,0.5,E,M
2005,男,基隆市,其他男性生殖器官,2.39,4,53,69,2.01,F,M
2005,男,新竹市,其他男性生殖器官,3.31,6,65.83,66,3.05,G,M
2005,男,嘉義市,其他男性生殖器官,0.83,1,64,64,0.74,H,M
2005,男,新北市,其他男性生殖器官,0.76,13,64.23,68,0.69,I,M
2005,男,桃園市,其他男性生殖器官,0.8,7,77,79,0.73,J,M
2005,男,新竹縣,其他男性生殖器官,0.74,2,72.5,72.5,0.81,K,M
2005,男,宜蘭縣,其他男性生殖器官,0.34,1,42,42,0.42,L,M
2005,男,苗栗縣,其他男性生殖器官,0.26,1,85,85,0.34,M,M
2005,男,彰化縣,其他男性生殖器官,0.5,4,61.75,66,0.59,N,M
2005,男,南投縣,其他男性生殖器官,0.77,3,67.33,74,1.07,O,M
2005,男,雲林縣,其他男性生殖器官,0.99,5,74.4,74,1.3,P,M
2005,男,屏東縣,其他男性生殖器官,1.39,8,72.63,74.5,1.72,R,M
2005,男,台東縣,其他男性生殖器官,0.39,1,81,81,0.79,U,M
2006,男,台閩地區,其他男性生殖器官,0.66,93,64.57,69,0.8,V,M
2006,男,台北市,其他男性生殖器官,0.3,4,50.5,49.5,0.31,B,M
2006,男,台中市,其他男性生殖器官,0.95,13,61.85,63,1,C,M
2006,男,台南市,其他男性生殖器官,1.14,14,68.36,74,1.48,D,M
2006,男,高雄市,其他男性生殖器官,0.64,11,64.18,69,0.79,E,M
2006,男,基隆市,其他男性生殖器官,0.83,2,62.5,62.5,1.01,F,M
2006,男,新竹市,其他男性生殖器官,2.39,5,64.6,67,2.52,G,M
2006,男,嘉義市,其他男性生殖器官,0.64,1,73,73,0.74,H,M
2006,男,新北市,其他男性生殖器官,1.06,21,64.05,67,1.11,I,M
2006,男,桃園市,其他男性生殖器官,0.74,7,63.29,66,0.72,J,M
2006,男,宜蘭縣,其他男性生殖器官,0.85,3,68.33,78,1.27,L,M
2006,男,苗栗縣,其他男性生殖器官,0.52,2,63.5,63.5,0.68,M,M
2006,男,彰化縣,其他男性生殖器官,0.1,1,78,78,0.15,N,M
2006,男,南投縣,其他男性生殖器官,0.21,1,79,79,0.36,O,M
2006,男,嘉義縣,其他男性生殖器官,0.58,2,65,65,0.69,Q,M
2006,男,屏東縣,其他男性生殖器官,0.49,3,56.67,50,0.65,R,M
2006,男,花蓮縣,其他男性生殖器官,0.74,2,75,75,1.11,T,M
2006,男,台東縣,其他男性生殖器官,0.44,1,88,88,0.8,U,M
2007,男,台閩地區,其他男性生殖器官,0.6,84,65.58,67,0.72,V,M
2007,男,台北市,其他男性生殖器官,0.61,10,55.7,51,0.78,B,M
2007,男,台中市,其他男性生殖器官,0.62,8,57,57.5,0.61,C,M
2007,男,台南市,其他男性生殖器官,0.36,4,61.5,57,0.42,D,M
2007,男,高雄市,其他男性生殖器官,0.91,15,60.2,59,1.07,E,M
2007,男,新竹市,其他男性生殖器官,1.22,3,79,84,1.5,G,M
2007,男,新北市,其他男性生殖器官,1.05,21,73.76,76,1.11,I,M
2007,男,桃園市,其他男性生殖器官,0.29,3,61.67,62,0.31,J,M
2007,男,新竹縣,其他男性生殖器官,0.34,1,68,68,0.39,K,M
2007,男,宜蘭縣,其他男性生殖器官,0.62,2,69.5,69.5,0.85,L,M
2007,男,彰化縣,其他男性生殖器官,0.72,6,67.67,67.5,0.89,N,M
2007,男,南投縣,其他男性生殖器官,0.69,3,72.33,76,1.09,O,M
2007,男,雲林縣,其他男性生殖器官,0.24,1,35,35,0.26,P,M
2007,男,嘉義縣,其他男性生殖器官,0.2,1,74,74,0.35,Q,M
2007,男,屏東縣,其他男性生殖器官,0.14,1,81,81,0.22,R,M
2007,男,花蓮縣,其他男性生殖器官,1.17,3,67.33,72,1.68,T,M
2007,男,台東縣,其他男性生殖器官,0.62,1,71,71,0.81,U,M
2007,男,金門縣,其他男性生殖器官,1.98,1,83,83,2.3,,M
2008,男,台閩地區,其他男性生殖器官,0.68,98,66.7,68,0.84,V,M
2008,男,台北市,其他男性生殖器官,0.94,17,68.35,70,1.34,B,M
2008,男,台中市,其他男性生殖器官,0.42,6,66.17,70,0.46,C,M
2008,男,台南市,其他男性生殖器官,0.78,10,72,76.5,1.06,D,M
